IPValue,Lower,Upper,Path,HighSegment
16778240,16778240,16779263,56203,24
16793600,16793600,16809983,18144,18
16809984,16809984,16842751,9737,19
16809984,16809984,16810495,23969,24
16810752,16810752,16813055,23969,24
16813568,16813568,16813823,23969,24
16814080,16814080,16828415,23969,24
16828672,16828672,16830975,23969,24
16831488,16831488,16832255,23969,24
16832512,16832512,16834559,23969,24
16838656,16838656,16842751,23969,21
16843520,16843520,16843775,3491,24
16844800,16844800,16845055,4134,24
16847872,16847872,16848127,133948,24
16859136,16859136,16867327,2519,19
16869120,16869120,16875519,2519,24
16875520,16875520,16908287,9737,19
16875520,16875520,16878847,23969,24
16879104,16879104,16879359,23969,24
16879616,16879616,16889343,23969,24
16889600,16889600,16890879,23969,24
16891136,16891136,16906751,23969,24
16907008,16907008,16908287,23969,24
16909312,16909312,16909567,24151_24409_24406,24
16911104,16911104,16911359,18046,24
16941056,16941056,16973823,9737,19
16941056,16941056,16949247,23969,20
16949760,16949760,16952831,23969,24
16953344,16953344,16954367,23969,24
16954624,16954624,16955903,23969,24
16956160,16956160,16972799,23969,24
16973312,16973312,16973823,23969,23
16974592,16974592,16974847,27176,24
16982272,16982272,16982783,133741_133948,24
16982784,16982784,16983039,133741,24
16983040,16983040,16983807,133741_133948,24
16985344,16985344,16985599,133741_133948,24
16987648,16987648,16987903,133741,24
16987904,16987904,16988671,133948,24
16988928,16988928,16989183,133741_133948,24
16989184,16989184,16989439,133948_133741,24
17061888,17061888,17062143,63849,24
17072128,17072128,17104895,9737,19
17072128,17072128,17076223,23969,23
17078272,17078272,17088511,23969,24
17089792,17089792,17090047,23969,24
17090560,17090560,17104895,23969,24
17104896,17104896,17170431,4725,16
17306112,17306112,17306367,38345,24
17327360,17327360,17329919,38345,24
17339904,17339904,17340927,38345,24
17362432,17362432,17363967,38345,24
17367040,17367040,17432575,4788,16
17370112,17370112,17370367,4788_65037,24
17372928,17372928,17373183,4788_65120,24
17374976,17374976,17375231,4788_65077,24
17375744,17375744,17375999,4788,24
17376512,17376512,17376767,4788,24
17377280,17377280,17377791,4788,24
17387264,17387264,17387519,4788,24
17449472,17449472,17449983,133741,24
17450240,17450240,17450495,133741_133948,24
17450496,17450496,17451007,133741,24
17451008,17451008,17451775,133741_133948,24
17452032,17452032,17453055,133741_133948,24
17453312,17453312,17453567,133741_133948,24
17453824,17453824,17454591,133741_133948,24
17456640,17456640,17456895,133948_133741,24
17465344,17465344,17498111,9737,19
17465344,17465344,17488639,23969,24
17466368,17466368,17466623,23969,24
17466880,17466880,17467391,23969,24
17467904,17467904,17469695,23969,24
17469952,17469952,17470975,23969,24
17471232,17471232,17476863,23969,24
17477120,17477120,17481727,23969,24
17488896,17488896,17495551,23969,24
17495808,17495808,17496319,23969,24
17496576,17496576,17498111,23969,24
17498112,17498112,17514495,18313,21
17514496,17514496,17522687,38091,21
17519104,17519104,17519359,38091,24
17521664,17521664,17522431,45996,24
17522688,17522688,17530879,38669,22
17530880,17530880,17563647,17839,17
17556992,17556992,17557503,17839,24
17563648,17563648,17825791,18245,14
17629184,17629184,17825791,4847,16
17825792,17825792,17842175,45996,18
17986816,17986816,17987071,9700,24
17987328,17987328,17987583,23600,24
17988096,17988096,17988607,23599,24
17988864,17988864,17989375,23599,24
17989376,17989376,17989887,23596,24
17990144,17990144,17990399,23596,24
17991168,17991168,17991679,23600,24
18087936,18087936,18104319,56120,18
18104320,18104320,18108927,23969,24
18109184,18109184,18110719,23969,24
18110976,18110976,18111743,23969,24
18112256,18112256,18118655,23969,24
18112512,18112512,18114559,23969,24
18115072,18115072,18115583,23969,24
18115840,18115840,18118655,23969,24
18119936,18119936,18120703,56120,24
18120704,18120704,18153471,9737,19
18120704,18120704,18120959,23969,24
18121216,18121216,18122495,23969,24
18123008,18123008,18125823,23969,24
18126080,18126080,18126335,23969,24
18126592,18126592,18127359,23969,24
18127872,18127872,18134527,23969,24
18134784,18134784,18137343,23969,24
18137600,18137600,18138623,23969,24
18138880,18138880,18139135,23969,24
18139392,18139392,18140415,23969,24
18140672,18140672,18141183,23969,24
18141696,18141696,18142719,23969,24
18142976,18142976,18143231,23969,24
18143488,18143488,18143743,23969,24
18144000,18144000,18145535,23969,24
18145792,18145792,18146815,23969,24
18147072,18147072,18148863,23969,24
18149632,18149632,18149887,23969,24
18150144,18150144,18153471,23969,24
18153472,18153472,18219007,2519,16
18219776,18219776,18221567,45528,24
18221824,18221824,18224127,45528,24
18223104,18223104,18224127,45528,24
18225152,18225152,18234879,45528,24
18225152,18225152,18225663,45528,24
18226176,18226176,18226687,45528,24
18227200,18227200,18228223,45528,24
18231296,18231296,18231807,45528,24
18233856,18233856,18234367,45528,24
18235392,18235392,18236415,45528,24
18236672,18236672,18260479,45528,24
18236928,18236928,18238463,45528,24
18240512,18240512,18242047,45528,24
18242560,18242560,18243583,45528,24
18243072,18243072,18243583,45528,24
18245632,18245632,18246655,45528,24
18247168,18247168,18248191,45528,24
18249728,18249728,18250751,45528,24
18249728,18249728,18250239,45528,24
18251776,18251776,18253311,45528,24
18254848,18254848,18255103,45528,24
18255360,18255360,18255871,45528,24
18256128,18256128,18257919,45528,24
18256384,18256384,18257919,45528,24
18260736,18260736,18267647,45528,24
18260992,18260992,18262527,45528,24
18263552,18263552,18264063,45528,24
18266112,18266112,18267135,45528,24
18268160,18268160,18273023,45528,24
18268160,18268160,18269183,45528,24
18270208,18270208,18271743,45528,24
18272256,18272256,18272767,45528,24
18273280,18273280,18276351,45528,24
18273280,18273280,18273791,45528,24
18274304,18274304,18276351,45528,24
18277376,18277376,18279679,45528,24
18278400,18278400,18278911,45528,24
18280448,18280448,18285567,45528,24
18280448,18280448,18280959,45528,24
18281472,18281472,18282495,45528,24
18283520,18283520,18284031,45528,24
18285824,18285824,18286335,45528,24
18287104,18287104,18288127,45528,24
18287104,18287104,18287615,45528,24
18288384,18288384,18290687,45528,24
18288640,18288640,18290687,45528,24
18290944,18290944,18299391,45528,24
18293760,18293760,18294783,45528,24
18300160,18300160,18300927,45528,24
18301952,18301952,18315263,45528,24
18303488,18303488,18304511,45528,24
18307584,18307584,18308095,45528,24
18308608,18308608,18309119,45528,24
18310144,18310144,18313215,45528,24
18315520,18315520,18317055,45528,24
18317312,18317312,18318591,45528,24
18319360,18319360,18328575,45528,24
18319360,18319360,18319871,45528,24
18321408,18321408,18321919,45528,24
18322432,18322432,18323455,45528,24
18325504,18325504,18326015,45528,24
18327552,18327552,18327807,45528,24
18328064,18328064,18328575,45528,24
18329088,18329088,18333951,45528,24
18329600,18329600,18331135,45528,24
18334208,18334208,18337023,45528,24
18334208,18334208,18334719,45528,24
18335744,18335744,18336767,45528,24
18337280,18337280,18341119,45528,24
18340608,18340608,18340863,45528,24
18341888,18341888,18343167,45528,24
18343424,18343424,18344959,45528,24
18343424,18343424,18343935,45528,24
18345472,18345472,18350079,45528,24
18345472,18345472,18345983,45528,24
18349056,18349056,18349567,45528,24
18350080,18350080,18874367,4837,13
18874368,18874368,18907135,4788,19
18923520,18923520,18928639,64050,24
18929408,18929408,18931455,64050,24
18931712,18931712,18932479,64050,24
18933248,18933248,18933759,64050,24
18934016,18934016,18934527,64050,24
18935808,18935808,18937855,64050,24
18938368,18938368,18938623,64050,24
18939136,18939136,18939647,64050,24
18939904,18939904,19005439,2514,16
19005440,19005440,19136511,3462,16
19026432,19026432,19026943,3462,23
19136512,19136512,19202047,4760,19
19202048,19202048,19267583,4775,16
19208960,19208960,19209215,4775,24
19262720,19262720,19262975,4775,24
19267584,19267584,19300351,38266,17
19268608,19268608,19268863,38266,24
19270400,19270400,19270655,38266,24
19271680,19271680,19272191,38266,24
19273984,19273984,19275775,38266,24
19321856,19321856,19322111,38266,24
19333120,19333120,19337215,38266,22
19336192,19336192,19336703,38266,23
19339264,19339264,19344383,38266,22
19340288,19340288,19340543,38266,24
19342336,19342336,19342847,38266,23
19345408,19345408,19347455,38266,22
19348480,19348480,19351551,38266,22
19353600,19353600,19356671,38266,22
19357696,19357696,19359743,38266,22
19357696,19357696,19358207,38266,23
19358464,19358464,19358719,38266,24
19361792,19361792,19362815,38266,22
19367936,19367936,19368959,38266,22
19398656,19398656,19677183,4804,21
19398656,19398656,19660799,4804,16
19660800,19660800,19726335,7474,16
19726336,19726336,19791871,45083,17
19730432,19730432,19780607,45083,22
19791872,19791872,19922943,24378,19
19791872,19791872,19795967,24378,24
19799040,19799040,19804159,24378,22
19800064,19800064,19804159,24378,24
19808256,19808256,19812351,24378,24
19815424,19815424,19820543,24378,22
19816448,19816448,19820543,24378,24
19824640,19824640,19828735,24378,24
19831808,19831808,19836927,24378,22
19832832,19832832,19836927,24378,24
19841024,19841024,19845119,24378,24
19848192,19848192,19854079,24378,24
19849216,19849216,19853311,24378,24
19854336,19854336,19854591,24378,24
19855104,19855104,19855871,24378,24
19856384,19856384,19861503,24378,24
19857408,19857408,19861503,24378,24
19864576,19864576,19869695,24378,22
19865600,19865600,19869695,24378,24
19873792,19873792,19877887,24378,24
19880960,19880960,19886079,24378,22
19881984,19881984,19886079,24378,24
19890176,19890176,19894271,24378,24
19897344,19897344,19902463,24378,22
19898368,19898368,19902463,24378,24
19906560,19906560,19910655,24378,24
19913728,19913728,19919615,24378,24
19914752,19914752,19918847,24378,24
19919872,19919872,19920127,24378,24
19920640,19920640,19921407,24378,24
19921920,19921920,19922943,24378,24
19922944,19922944,20119551,4134,16
20119552,20119552,20185087,4538,16
20123648,20123648,20133887,4538,21
20148224,20148224,20148479,4538,24
20150272,20150272,20152319,4538,21
20156416,20156416,20185087,4538,21
20185088,20185088,20447231,18403,20
20186112,20186112,20186623,18403,24
20187136,20187136,20187391,18403,24
20188416,20188416,20188671,18403,24
20189184,20189184,20190207,18403,24
20190976,20190976,20191231,18403,24
20192256,20192256,20193023,18403,24
20193280,20193280,20197631,18403,24
20197888,20197888,20198399,18403,24
20199168,20199168,20200703,18403,24
20201216,20201216,20203775,18403,24
20204544,20204544,20205055,18403,24
20205824,20205824,20206079,18403,24
20206592,20206592,20206847,18403,24
20207360,20207360,20207615,18403,24
20210176,20210176,20210943,18403,24
20211712,20211712,20213759,18403,24
20214016,20214016,20214783,18403,24
20215296,20215296,20215551,18403,24
20215808,20215808,20217855,18403,21
20220416,20220416,20221183,18403,24
20221440,20221440,20222463,18403,24
20223744,20223744,20223999,18403,24
20225024,20225024,20225535,18403,24
20226048,20226048,20226559,18403,24
20227584,20227584,20227839,18403,24
20228096,20228096,20228351,18403,24
20229120,20229120,20229375,18403,24
20230912,20230912,20231679,18403,24
20231936,20231936,20232703,18403,24
20233216,20233216,20233471,18403,24
20234240,20234240,20234495,18403,24
20235264,20235264,20235519,18403,24
20236032,20236032,20236287,18403,24
20236800,20236800,20237055,18403,24
20237824,20237824,20238847,18403,24
20239360,20239360,20239615,18403,24
20241664,20241664,20241919,18403,24
20242432,20242432,20244479,18403,21
20244992,20244992,20245247,18403,24
20246272,20246272,20246527,18403,24
20247552,20247552,20247807,18403,24
20248576,20248576,20248831,18403,24
20249088,20249088,20249599,18403,24
20250112,20250112,20250367,18403,24
20251648,20251648,20252159,18403,24
20253184,20253184,20253695,18403,23
20258048,20258048,20258559,18403,24
20259840,20259840,20260351,18403,23
20262400,20262400,20262655,18403,24
20264192,20264192,20264959,18403,24
20265472,20265472,20265983,18403,23
20267008,20267008,20267519,18403,24
20269568,20269568,20269823,18403,24
20270592,20270592,20270847,18403,24
20271104,20271104,20272639,18403,24
20273664,20273664,20273919,18403,24
20274688,20274688,20274943,18403,24
20275968,20275968,20276479,18403,24
20276992,20276992,20277247,18403,24
20277504,20277504,20278015,18403,24
20278784,20278784,20279039,18403,24
20280064,20280064,20280319,18403,24
20280576,20280576,20281087,18403,24
20281600,20281600,20282111,18403,24
20283136,20283136,20283647,18403,24
20285440,20285440,20286463,18403,24
20287488,20287488,20287743,18403,24
20288256,20288256,20288511,18403,24
20289280,20289280,20289791,18403,24
20292608,20292608,20293631,18403,22
20294912,20294912,20295679,18403,24
20297728,20297728,20297983,18403,24
20298752,20298752,20299519,18403,24
20299776,20299776,20300031,18403,24
20300288,20300288,20300543,18403,24
20301056,20301056,20302079,18403,24
20303872,20303872,20304127,18403,24
20304384,20304384,20305151,18403,24
20305664,20305664,20306943,18403,24
20307200,20307200,20307967,18403,24
20308224,20308224,20308735,18403,24
20308992,20308992,20309247,18403,24
20310272,20310272,20310783,18403,24
20311040,20311040,20311295,18403,24
20312064,20312064,20312575,18403,23
20313088,20313088,20313343,18403,24
20313856,20313856,20314111,18403,24
20315136,20315136,20315391,18403,24
20315648,20315648,20315903,18403,24
20316672,20316672,20317439,18403,24
20317696,20317696,20317951,18403,24
20318720,20318720,20319487,18403,24
20320256,20320256,20321279,18403,22
20321792,20321792,20322303,18403,23
20324352,20324352,20325119,18403,24
20325888,20325888,20326143,18403,24
20326656,20326656,20326911,18403,24
20328448,20328448,20329727,18403,24
20331008,20331008,20331263,18403,24
20332544,20332544,20333311,18403,24
20334848,20334848,20335103,18403,24
20335360,20335360,20335615,18403,24
20336128,20336128,20336383,18403,24
20336640,20336640,20336895,18403,24
20337152,20337152,20337663,18403,24
20337920,20337920,20338175,18403,24
20338944,20338944,20339711,18403,24
20339968,20339968,20340479,18403,24
20341504,20341504,20342271,18403,24
20344320,20344320,20344575,18403,24
20345344,20345344,20347647,18403,24
20348928,20348928,20349183,18403,24
20349952,20349952,20350463,18403,24
20350976,20350976,20351231,18403,24
20352000,20352000,20353023,18403,24
20353280,20353280,20353535,18403,24
20354048,20354048,20355071,18403,22
20356096,20356096,20357119,18403,22
20357632,20357632,20357887,18403,24
20358144,20358144,20358399,18403,24
20358912,20358912,20360191,18403,24
20363520,20363520,20363775,18403,24
20365312,20365312,20365567,18403,24
20366080,20366080,20366847,18403,24
20367104,20367104,20367359,18403,24
20368128,20368128,20368383,18403,24
20368896,20368896,20371455,18403,23
20371968,20371968,20372479,18403,23
20373504,20373504,20375295,18403,24
20375808,20375808,20376063,18403,24
20377344,20377344,20377599,18403,24
20378112,20378112,20378367,18403,24
20379136,20379136,20379391,18403,24
20379648,20379648,20381695,18403,21
20380160,20380160,20380415,18403,24
20384000,20384000,20384255,18403,24
20386048,20386048,20386303,18403,24
20387072,20387072,20387327,18403,24
20391936,20391936,20393983,18403,21
20396544,20396544,20396799,18403,24
20397056,20397056,20398079,18403,24
20400128,20400128,20400639,18403,24
20401920,20401920,20402175,18403,24
20409088,20409088,20409343,18403,24
20412160,20412160,20412671,18403,24
20413184,20413184,20413439,18403,24
20413952,20413952,20414463,18403,24
20418816,20418816,20419071,18403,24
20421120,20421120,20421375,18403,24
20423936,20423936,20424191,18403,24
20426752,20426752,20428799,18403,21
20429056,20429056,20429311,18403,24
20430848,20430848,20432895,18403,21
20433408,20433408,20433663,18403,24
20435456,20435456,20435967,18403,24
20438528,20438528,20438783,18403,24
20439552,20439552,20439807,18403,24
20440064,20440064,20440319,18403,24
20443136,20443136,20445695,18403,24
20446208,20446208,20446463,18403,24
20447232,20447232,20971519,4837,13
20971520,20971520,21102591,4760,19
21072384,21072384,21072639,4760,24
21076992,21076992,21077247,4760,24
21084672,21084672,21084927,4760,24
21085696,21085696,21086207,9444,23
21086720,21086720,21086975,4760,24
21093632,21093632,21093887,4760,24
21107712,21107712,21118975,9605,22
21120000,21120000,21121023,9605,22
21125632,21125632,21125887,9605,24
21127168,21127168,21229055,9605,23
21127168,21127168,21129727,9605,24
21229568,21229568,21233663,9605,20
21233664,21233664,21495807,4134,14
21495808,21495808,21497343,9605,24
21498368,21498368,21544959,9605,23
21561344,21561344,21643263,9605,18
21676032,21676032,21676543,9605,23
21677056,21677056,21684223,9605,22
21688320,21688320,21692415,9605,20
21693184,21693184,21696255,9605,24
21693440,21693440,21694975,9605,24
21696512,21696512,21741567,9605,22
21742592,21742592,21743615,9605,23
21745664,21745664,21747711,9605,23
21749760,21749760,21750783,9605,22
21751040,21751040,21757951,9605,24
21751296,21751296,21752831,9605,24
21753344,21753344,21757951,9605,24
21758976,21758976,21777407,9605,22
21778432,21778432,21780479,9605,21
21795840,21795840,21816319,9605,22
21823488,21823488,21914623,9605,22
21889024,21889024,21894143,9605,23
21895168,21895168,21900287,9605,23
21921792,21921792,21954559,9605,17
21955072,21955072,21955839,9605,24
21956096,21956096,21970943,9605,24
21956096,21956096,21957119,9605,24
21957632,21957632,21959679,9605,23
21960192,21960192,21962239,9605,24
21962752,21962752,21964799,9605,23
21971456,21971456,21983231,9605,23
21971456,21971456,21977599,9605,24
21998592,21998592,22001663,9605,23
22009856,22009856,22020095,9605,21
22020096,22020096,22544383,4134,13
22085632,22085632,22087679,134768,21
22204416,22204416,22208511,134418,20
22207232,22207232,22207487,134768,24
22210560,22210560,22212607,134768,21
22212608,22212608,22216703,134418,20
22213632,22213632,22213887,134768,24
22544384,22544384,22806527,17429,17
22806528,22806528,22810623,4134,20
22872064,22872064,22937599,4847_4808,16
22892544,22892544,22896639,17964,20
22937600,22937600,23068671,9395,15
22937600,22937600,23003135,17964,17
23068672,23068672,24117247,4766,12
24117248,24117248,24379391,37903,15
24363008,24363008,24365567,37903,24
24376320,24376320,24377343,37903,24
24576000,24576000,24608767,23724,17
24608768,24608768,24625151,4847,18
24625152,24625152,24628223,4808,22
24641536,24641536,27262975,1221,13
27262976,27262976,28311551,3462,16
27787008,27787008,27787263,3462,24
28097792,28097792,28098047,3462,24
28311552,28311552,28344319,9845,22
28344320,28344320,28377087,10066,22
28377088,28377088,28393471,17577,21
28393472,28393472,28409855,9845,22
28406784,28406784,28407807,9845,24
28409856,28409856,28413951,10037,22
28413952,28413952,28415999,9845,22
28416000,28416000,28418047,10037,22
28418048,28418048,28431359,9697,22
28431360,28431360,28433407,10037,22
28433408,28433408,28442623,9845,22
28442624,28442624,28508159,38484,17
28508160,28508160,28540927,9723,17
28540928,28540928,28565503,131293,19
28540928,28540928,28549119,131293,24
28550144,28550144,28557567,131293,24
28557824,28557824,28558079,131293,24
28558336,28558336,28559359,131293,24
28559616,28559616,28560639,131293,24
28560896,28560896,28562175,131293,24
28565504,28565504,28573695,9737,19
28568064,28568064,28570111,23969,24
28570624,28570624,28571135,23969,24
28571136,28571136,28571391,131293,24
28571392,28571392,28571647,134166,24
28573696,28573696,28835839,4134,14
28835840,28835840,28966911,4538,15
28884992,28884992,28925951,4538,19
28950528,28950528,28966911,4538,18
28966912,28966912,28981759,45769,24
28982016,28982016,28983551,45769,24
28983808,28983808,28984575,45769,24
28984832,28984832,28990207,45769,24
28990464,28990464,28999423,45769,24
28999680,28999680,29002751,45769,24
29003008,29003008,29003519,45769,24
29003776,29003776,29005311,45769,24
29005824,29005824,29016575,45769,24
29016832,29016832,29019391,45769,24
29019648,29019648,29020159,45769,24
29020672,29020672,29021183,45769,24
29021952,29021952,29022207,45769,24
29022208,29022208,29022463,17443,24
29022464,29022464,29028607,45769,24
29028864,29028864,29029119,45769,24
29029632,29029632,29032191,45769,24
29032448,29032448,29077503,45271,20
29052928,29052928,29057023,45271,22
29081600,29081600,29085695,45271,20
29089792,29089792,29097983,45271,19
29097984,29097984,29360127,4837,14
